emotion,context,response
anxiety,"الاستلقاء في السرير ، بعد منتصف الليل ، محاولًا النوم والتفكير في عرض تقديمي. سيكون أمرًا لا يطاق بالنسبة لي أن يلاحظ الناس أنني قلق.",معظم الناس لن يلاحظوا ذلك. إنهم لا يعرفون ما يدور في رأسي. سوف يفهمون إذا لاحظوا ذلك.
anxiety,"الاستلقاء في السرير ، بعد منتصف الليل ، محاولًا النوم والتفكير في عرض تقديمي. سيكون أمرًا لا يطاق بالنسبة لي أن يلاحظ الناس أنني قلق.",لا أحد يلاحظ حقًا أن قلقك سيكون قلقًا للغاية بشأن قلقهم أو مشاكل الحياة الخاصة بهم وينتبهون فقط للمعلومات التي تقدمها
anxiety,"الاستلقاء في السرير ، بعد منتصف الليل ، محاولًا النوم والتفكير في عرض تقديمي. سيكون أمرًا لا يطاق بالنسبة لي أن يلاحظ الناس أنني قلق.","مرحبًا ، بكل صدق ، لا أحد يهتم حقًا! ربما لن يهتموا بي كثيرًا. فقط خذ نفسا عميقا وسيكون الأمر على ما يرام!"
anxiety,على وشك الذهاب في المصعد مع رئيسي. سأصاب بنوبة هلع في المصعد.,ركوب المصعد أقصر من أن يُصاب بنوبة هلع
anxiety,على وشك الذهاب في المصعد مع رئيسي. سأصاب بنوبة هلع في المصعد.,ربما سأتمكن هذه المرة من الحفاظ على هدوئي في المصعد. يمكنني تشتيت نفسي بدلاً من التركيز على الخوف.
anxiety,على وشك الذهاب في المصعد مع رئيسي. سيراني رئيسي في العمل وأنا أتصبب عرقا ويدرك أن هناك شيئا خاطئا معي. الذهاب في هذا المصعد سوف يفسد مسيرتي المهنية.,ربما لن ينتبه الرئيس لذلك
anxiety,على وشك الذهاب في المصعد مع رئيسي. سيراني رئيسي في العمل وأنا أتصبب عرقا ويدرك أن هناك شيئا خاطئا معي. الذهاب في هذا المصعد سوف يفسد مسيرتي المهنية.,"قد أبدو متوترة مع رئيسي ، لكن ربما لن أفعل ذلك. يمكنني محاولة إجراء محادثة حول خطط عطلة نهاية الأسبوع ، أو خطط الشركة للعام المقبل."
angry,الاستلقاء على السرير في منتصف النهار والتفكير في تسريح من العمل مؤخرًا. لا ينبغي أن أفقد هذه الوظيفة. تركتهم يعاملونني مثل القمامة.,"هل كان خطأي أن أفقد وظيفتي؟ ما الخطأ الذي ارتكبته ، هل فعلت شيئًا خاطئًا؟"
angry,الاستلقاء على السرير في منتصف النهار والتفكير في تسريح من العمل مؤخرًا. لا ينبغي أن أفقد هذه الوظيفة. تركتهم يعاملونني مثل القمامة.,"سأعمل على إيجاد وظيفة تعاملني جيدًا. لقد تعلمت ما أحتاجه من وظيفة بسبب ما شعرت به في وظيفتي القديمة. لقد تعلمت من الأخطاء التي ارتكبتها في وظيفتي القديمة. أنا لست مسؤولاً عن تصرفات الآخرين ، لذا لن أسهب في الحديث عن الطريقة التي عاملني بها مديري القديم. سأدرك أن إغلاق أحد الأبواب يعني فتح باب آخر."
angry,الاستلقاء على السرير في منتصف النهار والتفكير في تسريح من العمل مؤخرًا. انا خاسر. في سني لن أجد وظيفة أخرى.,سأبيع نقاط قوتي بشكل أفضل في المرة القادمة.
angry,الاستلقاء على السرير في منتصف النهار والتفكير في تسريح من العمل مؤخرًا. انا خاسر. في سني لن أجد وظيفة أخرى.,سوف أجد وظيفة جديدة لأن لدي الكثير من الخبرة الحياتية لأحضرها إلى الطاولة. أنا على استعداد للعمل بجد وهذا يجعلني موظفًا ذا قيمة.
irritated,"بعد العشاء مع زوجتها ، أخبرتني أنني سأجد ""بالتأكيد"" وظيفة أخرى. إنها لا تعتقد حقًا أنني سأجد وظيفة.","حتى لو لم أجد وظيفة ، سأحاول."
irritated,"بعد العشاء مع زوجتها ، أخبرتني أنني سأجد ""بالتأكيد"" وظيفة أخرى. إنها لا تعتقد حقًا أنني سأجد وظيفة.",إنها تعتقد حقًا أنه سيجد وظيفة.
irritated,"بعد العشاء مع زوجتها ، أخبرتني أنني سأجد ""بالتأكيد"" وظيفة أخرى. إنها لا تعتقد حقًا أنني سأجد وظيفة.","القفز إلى الاستنتاجات ، على افتراض"
irritated,"بعد العشاء مع زوجتها ، أخبرتني أنني سأجد ""بالتأكيد"" وظيفة أخرى. إنها لا تعتقد حقًا أنني سأجد وظيفة.",إنها تمنحه الأمل في الحصول على وظيفة.
frustrated,الجلوس أمام الكمبيوتر والبحث عن وظائف عبر الإنترنت. هذا هو مضيعة للوقت. سيتقدم العديد من الأشخاص الأصغر سناً والأكثر تأهيلاً إلى جميع هذه الوظائف.,"هناك دائمًا مجموعة متنوعة من الوظائف التي يتم توفيرها للأشخاص من جميع الأعمار ، وهي ليست كلها مخصصة للشباب ، وعلى وجه الخصوص ستسعى بعض الشركات بنشاط إلى البحث عن شخص أكثر نضجًا (من حيث العمر). كثير من الناس لن يفكروا مثلك فلماذا تشعر بالاختلاف؟"
frustrated,الجلوس أمام الكمبيوتر والبحث عن وظائف عبر الإنترنت. هذا هو مضيعة للوقت. سيتقدم العديد من الأشخاص الأصغر سناً والأكثر تأهيلاً إلى جميع هذه الوظائف.,قد لا يفكرون حتى في تاريخ ميلادي. لا يمكنك التركيز على الخبرة.
frustrated,الجلوس أمام الكمبيوتر والبحث عن وظائف عبر الإنترنت. هذا هو مضيعة للوقت. سيتقدم العديد من الأشخاص الأصغر سناً والأكثر تأهيلاً إلى جميع هذه الوظائف.,"إذا كنت تعتقد أن ما تفعله هو مضيعة للوقت يمكنك أن تفعل شيئًا مختلفًا ، اذهب وادرس شيئًا تحبه واعمل بدوام جزئي حتى تتمكن من فعل ما تريد. إذا كنت محبطًا لوجودك على الكمبيوتر لفترة طويلة ، فقم بالمشي ، افعل شيئًا يخرج عقلك منه. إذا لم تتقدم للوظائف ، فأنت متأكد من أنك لن تحصل عليها ، لذلك لا يوجد دافع في المحاولة"
frustrated,الجلوس أمام الكمبيوتر والبحث عن وظائف عبر الإنترنت. وضعي ميؤوس منه.,"أنت تستسلم بسهولة. حاول أن تكون أكثر تفاؤلاً وثقة بنفسك. لقد تمكنت من الحصول على وظيفة من قبل ، فلماذا تغير أي شيء بشكل مختلف الآن."
frustrated,الجلوس أمام الكمبيوتر والبحث عن وظائف عبر الإنترنت. وضعي ميؤوس منه.,"إنه بالكاد ميؤوس منه ، فأنت لا تعرف ما إذا كنت ستحصل على الوظيفة. أنت لا تعرف بالتأكيد."
frustrated,الجلوس أمام الكمبيوتر والبحث عن وظائف عبر الإنترنت. وضعي ميؤوس منه.,"هذا ليس صحيحًا ، حتى إذا لم تجد وظيفة في شيء يرضيك ، يمكنك دائمًا البحث عنه والحفاظ على تحسين نفسك.ستساعدك هذه اللحظات فقط على المدى الطويل وعندما تجد ما تريده ستحصل عليه لأنك تعرف مدى صعوبة الوصول إلى هناك"
tense,"أجلس في السرير ، وزوجتي تتعرى من ملابسها ، ولم يحدث انتصاب بعد. يجب أن يكون لدي انتصاب الآن. أنا لن أمتلك واحدة.","من الناحية الواقعية ، السبب في عدم حصولك على الانتصاب يرجع إلى قلقك حيال ذلك. إذا قمت بتهدئة نفسك فقط ، فسوف تحل المشكلة التي تواجهها. بالإضافة إلى ذلك ، لا يجب أن تقارن نفسك بالآخرين ، لأنك لا تعرف ما يمر به الآخرون."
tense,"أجلس في السرير ، وزوجتي تتعرى من ملابسها ، ولم يحدث انتصاب بعد. يجب أن يكون لدي انتصاب الآن. أنا لن أمتلك واحدة.",أنا متأكد من أنه سيكون على ما يرام بمجرد أن نذهب إلى السرير وأبدأ في لمسها.
